OSIEmp;OSIM;OSIA;OSIEst;OSICant
Entel Perú S.A.;oct-20;2020;Recuperados;1.515
Entel Perú S.A.;oct-20;2020;Sustraídos;23.188
Flash Servicios Perú S.R.L.;oct-20;2020;Perdidos;23
Flash Servicios Perú S.R.L.;oct-20;2020;Recuperados;9
Flash Servicios Perú S.R.L.;oct-20;2020;Sustraídos;356
Guinea Mobile S.A.C;oct-20;2020;Perdidos;1
Guinea Mobile S.A.C;oct-20;2020;Sustraídos;12
Telefónica del Perú S.A.A.;oct-20;2020;Perdidos;3.858
Telefónica del Perú S.A.A.;oct-20;2020;Recuperados;1.435
Telefónica del Perú S.A.A.;oct-20;2020;Sustraídos;25.655
Viettel Perú S.A.C.;oct-20;2020;Recuperados;1.090
Viettel Perú S.A.C.;oct-20;2020;Sustraídos;9.837
Viettel Perú S.A.C.;oct-20;2020;Perdidos;2.474
América Móvil Perú S.A.C.;nov-20;2020;Recuperados;2.001
América Móvil Perú S.A.C.;nov-20;2020;Sustraídos;28.926
América Móvil Perú S.A.C.;nov-20;2020;Perdidos;6.776
Entel Perú S.A.;nov-20;2020;Sustraídos;22.275
Entel Perú S.A.;nov-20;2020;Recuperados;1.343
Entel Perú S.A.;nov-20;2020;Perdidos;4.602
Flash Servicios Perú S.R.L.;nov-20;2020;Recuperados;1
Flash Servicios Perú S.R.L.;nov-20;2020;Sustraídos;319
Flash Servicios Perú S.R.L.;nov-20;2020;Perdidos;2
Guinea Mobile S.A.C;nov-20;2020;Perdidos;7
Guinea Mobile S.A.C;nov-20;2020;Sustraídos;10
Telefónica del Perú S.A.A.;nov-20;2020;Recuperados;1.367
Telefónica del Perú S.A.A.;nov-20;2020;Perdidos;4.211
Telefónica del Perú S.A.A.;nov-20;2020;Sustraídos;26.041
Viettel Perú S.A.C.;nov-20;2020;Perdidos;2.594
Viettel Perú S.A.C.;nov-20;2020;Recuperados;1.050
Viettel Perú S.A.C.;nov-20;2020;Sustraídos;11.005
América Móvil Perú S.A.C.;dic-20;2020;Perdidos;7.219
América Móvil Perú S.A.C.;dic-20;2020;Sustraídos;32.918
América Móvil Perú S.A.C.;dic-20;2020;Recuperados;1.901
Entel Perú S.A.;dic-20;2020;Sustraídos;25.195
Entel Perú S.A.;dic-20;2020;Perdidos;4.532
Entel Perú S.A.;dic-20;2020;Recuperados;1.358
Flash Servicios Perú S.R.L.;dic-20;2020;Sustraídos;378
Flash Servicios Perú S.R.L.;dic-20;2020;Recuperados;14
Flash Servicios Perú S.R.L.;dic-20;2020;Perdidos;8
Guinea Mobile S.A.C;dic-20;2020;Sustraídos;23
Guinea Mobile S.A.C;dic-20;2020;Perdidos;4
Telefónica del Perú S.A.A.;dic-20;2020;Perdidos;4.510
Telefónica del Perú S.A.A.;dic-20;2020;Recuperados;1.411
Telefónica del Perú S.A.A.;dic-20;2020;Sustraídos;30.549
Viettel Perú S.A.C.;dic-20;2020;Perdidos;3.466
Viettel Perú S.A.C.;dic-20;2020;Sustraídos;13.697
Viettel Perú S.A.C.;dic-20;2020;Recuperados;1.136
América Móvil Perú S.A.C.;ene-21;2021;Sustraídos;31.290
América Móvil Perú S.A.C.;ene-21;2021;Recuperados;1.910
América Móvil Perú S.A.C.;ene-21;2021;Perdidos;6.559
Entel Perú S.A.;ene-21;2021;Perdidos;4.401
Entel Perú S.A.;ene-21;2021;Sustraídos;23.894
Entel Perú S.A.;ene-21;2021;Recuperados;1.437
Flash Servicios Perú S.R.L.;ene-21;2021;Perdidos;32
Flash Servicios Perú S.R.L.;ene-21;2021;Recuperados;13
Flash Servicios Perú S.R.L.;ene-21;2021;Sustraídos;308
Guinea Mobile S.A.C;ene-21;2021;Perdidos;4
Guinea Mobile S.A.C;ene-21;2021;Sustraídos;15
Telefónica del Perú S.A.A.;ene-21;2021;Recuperados;1.466
Telefónica del Perú S.A.A.;ene-21;2021;Sustraídos;27.895
Telefónica del Perú S.A.A.;ene-21;2021;Perdidos;4.421
Viettel Perú S.A.C.;ene-21;2021;Perdidos;3.325
Viettel Perú S.A.C.;ene-21;2021;Recuperados;1.007
Viettel Perú S.A.C.;ene-21;2021;Sustraídos;12.566
América Móvil Perú S.A.C.;feb-21;2021;Sustraídos;26.030
América Móvil Perú S.A.C.;feb-21;2021;Recuperados;644
América Móvil Perú S.A.C.;feb-21;2021;Perdidos;5.578
Entel Perú S.A.;feb-21;2021;Perdidos;3.565
Entel Perú S.A.;feb-21;2021;Sustraídos;19.883
Entel Perú S.A.;feb-21;2021;Recuperados;536
Flash Servicios Perú S.R.L.;feb-21;2021;Perdidos;12
Flash Servicios Perú S.R.L.;feb-21;2021;Recuperados;10
Flash Servicios Perú S.R.L.;feb-21;2021;Sustraídos;320
Guinea Mobile S.A.C;feb-21;2021;Perdidos;7
Guinea Mobile S.A.C;feb-21;2021;Sustraídos;42
Telefónica del Perú S.A.A.;feb-21;2021;Sustraídos;22.553
Telefónica del Perú S.A.A.;feb-21;2021;Recuperados;612
Telefónica del Perú S.A.A.;feb-21;2021;Perdidos;3.364
Viettel Perú S.A.C.;feb-21;2021;Recuperados;299
Viettel Perú S.A.C.;feb-21;2021;Sustraídos;9.439
Viettel Perú S.A.C.;feb-21;2021;Perdidos;2.745
América Móvil Perú S.A.C.;mar-21;2021;Perdidos;6.227
América Móvil Perú S.A.C.;mar-21;2021;Sustraídos;31.645
América Móvil Perú S.A.C.;mar-21;2021;Recuperados;2.419
Entel Perú S.A.;mar-21;2021;Perdidos;3.957
Entel Perú S.A.;mar-21;2021;Recuperados;1.890
Entel Perú S.A.;mar-21;2021;Sustraídos;28.168
Flash Servicios Perú S.R.L.;mar-21;2021;Sustraídos;239
Flash Servicios Perú S.R.L.;mar-21;2021;Perdidos;48
Flash Servicios Perú S.R.L.;mar-21;2021;Recuperados;14
Guinea Mobile S.A.C;mar-21;2021;Sustraídos;78
Guinea Mobile S.A.C;mar-21;2021;Perdidos;28
Telefónica del Perú S.A.A.;mar-21;2021;Sustraídos;28.231
Telefónica del Perú S.A.A.;mar-21;2021;Perdidos;3.666
Telefónica del Perú S.A.A.;mar-21;2021;Recuperados;2.333
Viettel Perú S.A.C.;mar-21;2021;Sustraídos;11.865
Viettel Perú S.A.C.;mar-21;2021;Recuperados;900
Viettel Perú S.A.C.;mar-21;2021;Perdidos;2.661
América Móvil Perú S.A.C.;abr-21;2021;Recuperados;1.532
América Móvil Perú S.A.C.;abr-21;2021;Sustraídos;28.438
América Móvil Perú S.A.C.;abr-21;2021;Perdidos;5.519
Entel Perú S.A.;abr-21;2021;Recuperados;1.394
Entel Perú S.A.;abr-21;2021;Sustraídos;26.005
Entel Perú S.A.;abr-21;2021;Perdidos;4.185
Flash Servicios Perú S.R.L.;abr-21;2021;Perdidos;75
Flash Servicios Perú S.R.L.;abr-21;2021;Recuperados;11
Flash Servicios Perú S.R.L.;abr-21;2021;Sustraídos;160
Guinea Mobile S.A.C;abr-21;2021;Sustraídos;77
Guinea Mobile S.A.C;abr-21;2021;Recuperados;1
Guinea Mobile S.A.C;abr-21;2021;Perdidos;27
Telefónica del Perú S.A.A.;abr-21;2021;Sustraídos;24.916
Telefónica del Perú S.A.A.;abr-21;2021;Perdidos;3.020
Telefónica del Perú S.A.A.;abr-21;2021;Recuperados;1.177
Viettel Perú S.A.C.;abr-21;2021;Sustraídos;11.620
Viettel Perú S.A.C.;abr-21;2021;Perdidos;2.785
Viettel Perú S.A.C.;abr-21;2021;Recuperados;759
América Móvil Perú S.A.C.;may-21;2021;Recuperados;1.826
América Móvil Perú S.A.C.;may-21;2021;Perdidos;7.042
América Móvil Perú S.A.C.;may-21;2021;Sustraídos;35.763
Entel Perú S.A.;may-21;2021;Recuperados;1.370
Entel Perú S.A.;may-21;2021;Perdidos;5.147
Entel Perú S.A.;may-21;2021;Sustraídos;28.609
Flash Servicios Perú S.R.L.;may-21;2021;Perdidos;60
Flash Servicios Perú S.R.L.;may-21;2021;Sustraídos;271
Flash Servicios Perú S.R.L.;may-21;2021;Recuperados;11
Guinea Mobile S.A.C;may-21;2021;Recuperados;1
Guinea Mobile S.A.C;may-21;2021;Sustraídos;75
Guinea Mobile S.A.C;may-21;2021;Perdidos;31
Telefónica del Perú S.A.A.;may-21;2021;Sustraídos;30.077
Telefónica del Perú S.A.A.;may-21;2021;Perdidos;3.667
Telefónica del Perú S.A.A.;may-21;2021;Recuperados;1.405
Viettel Perú S.A.C.;may-21;2021;Recuperados;809
Viettel Perú S.A.C.;may-21;2021;Perdidos;3.070
Viettel Perú S.A.C.;may-21;2021;Sustraídos;13.249
América Móvil Perú S.A.C.;jun-21;2021;Perdidos;6.999
América Móvil Perú S.A.C.;jun-21;2021;Recuperados;1.944
América Móvil Perú S.A.C.;jun-21;2021;Sustraídos;36.284
Entel Perú S.A.;jun-21;2021;Sustraídos;29.586
Entel Perú S.A.;jun-21;2021;Recuperados;1.360
Entel Perú S.A.;jun-21;2021;Perdidos;5.342
Flash Servicios Perú S.R.L.;jun-21;2021;Perdidos;47
Flash Servicios Perú S.R.L.;jun-21;2021;Sustraídos;196
Flash Servicios Perú S.R.L.;jun-21;2021;Recuperados;10
Guinea Mobile S.A.C;jun-21;2021;Sustraídos;63
Guinea Mobile S.A.C;jun-21;2021;Perdidos;31
Guinea Mobile S.A.C;jun-21;2021;Recuperados;1
Telefónica del Perú S.A.A.;jun-21;2021;Perdidos;3.524
Telefónica del Perú S.A.A.;jun-21;2021;Sustraídos;28.124
Telefónica del Perú S.A.A.;jun-21;2021;Recuperados;1.517
Viettel Perú S.A.C.;jun-21;2021;Perdidos;3.177
Viettel Perú S.A.C.;jun-21;2021;Sustraídos;13.077
Viettel Perú S.A.C.;jun-21;2021;Recuperados;782
América Móvil Perú S.A.C.;jul-21;2021;Perdidos;7.665
América Móvil Perú S.A.C.;jul-21;2021;Recuperados;1.953
América Móvil Perú S.A.C.;jul-21;2021;Sustraídos;38.118
Entel Perú S.A.;jul-21;2021;Perdidos;6.170
Entel Perú S.A.;jul-21;2021;Sustraídos;32.004
Entel Perú S.A.;jul-21;2021;Recuperados;1.417
Flash Servicios Perú S.R.L.;jul-21;2021;Sustraídos;174
Flash Servicios Perú S.R.L.;jul-21;2021;Perdidos;84
Flash Servicios Perú S.R.L.;jul-21;2021;Recuperados;10
Guinea Mobile S.A.C;jul-21;2021;Perdidos;56
Guinea Mobile S.A.C;jul-21;2021;Sustraídos;93
Telefónica del Perú S.A.A.;jul-21;2021;Perdidos;3.890
Telefónica del Perú S.A.A.;jul-21;2021;Recuperados;1.566
Telefónica del Perú S.A.A.;jul-21;2021;Sustraídos;30.077
Viettel Perú S.A.C.;jul-21;2021;Recuperados;915
Viettel Perú S.A.C.;jul-21;2021;Perdidos;3.508
Viettel Perú S.A.C.;jul-21;2021;Sustraídos;13.791
América Móvil Perú S.A.C.;ago-21;2021;Sustraídos;40.845
América Móvil Perú S.A.C.;ago-21;2021;Perdidos;8.310
América Móvil Perú S.A.C.;ago-21;2021;Recuperados;2.152
Entel Perú S.A.;ago-21;2021;Sustraídos;36.251
Entel Perú S.A.;ago-21;2021;Recuperados;1.657
Entel Perú S.A.;ago-21;2021;Perdidos;6.516
Flash Servicios Perú S.R.L.;ago-21;2021;Recuperados;19
Flash Servicios Perú S.R.L.;ago-21;2021;Sustraídos;198
Flash Servicios Perú S.R.L.;ago-21;2021;Perdidos;64
Guinea Mobile S.A.C;ago-21;2021;Perdidos;53
Guinea Mobile S.A.C;ago-21;2021;Sustraídos;100
Telefónica del Perú S.A.A.;ago-21;2021;Sustraídos;30.585
Telefónica del Perú S.A.A.;ago-21;2021;Perdidos;4.173
Telefónica del Perú S.A.A.;ago-21;2021;Recuperados;1.747
Viettel Perú S.A.C.;ago-21;2021;Perdidos;3.901
Viettel Perú S.A.C.;ago-21;2021;Recuperados;1.076
Viettel Perú S.A.C.;ago-21;2021;Sustraídos;15.158
América Móvil Perú S.A.C.;sep-21;2021;Sustraídos;38.997
América Móvil Perú S.A.C.;sep-21;2021;Recuperados;874
América Móvil Perú S.A.C.;sep-21;2021;Perdidos;7.546
Entel Perú S.A.;sep-21;2021;Sustraídos;33.760
Entel Perú S.A.;sep-21;2021;Recuperados;1.632
Entel Perú S.A.;sep-21;2021;Perdidos;4.718
Flash Servicios Perú S.R.L.;sep-21;2021;Sustraídos;179
Flash Servicios Perú S.R.L.;sep-21;2021;Recuperados;43
Flash Servicios Perú S.R.L.;sep-21;2021;Perdidos;35
Guinea Mobile S.A.C;sep-21;2021;Sustraídos;91
Guinea Mobile S.A.C;sep-21;2021;Perdidos;67
Telefónica del Perú S.A.A.;sep-21;2021;Recuperados;1.735
Telefónica del Perú S.A.A.;sep-21;2021;Perdidos;3.878
Telefónica del Perú S.A.A.;sep-21;2021;Sustraídos;30.811
Viettel Perú S.A.C.;sep-21;2021;Sustraídos;15.193
Viettel Perú S.A.C.;sep-21;2021;Perdidos;4.359
Viettel Perú S.A.C.;sep-21;2021;Recuperados;1.118
América Móvil Perú S.A.C.;oct-21;2021;Perdidos;8.197
América Móvil Perú S.A.C.;oct-21;2021;Recuperados;2.099
América Móvil Perú S.A.C.;oct-21;2021;Sustraídos;43.310
Entel Perú S.A.;oct-21;2021;Sustraídos;36.086
Entel Perú S.A.;oct-21;2021;Recuperados;1.570
Entel Perú S.A.;oct-21;2021;Perdidos;4.622
Flash Servicios Perú S.R.L.;oct-21;2021;Sustraídos;178
Flash Servicios Perú S.R.L.;oct-21;2021;Perdidos;56
Flash Servicios Perú S.R.L.;oct-21;2021;Recuperados;4
Guinea Mobile S.A.C;oct-21;2021;Perdidos;64
Guinea Mobile S.A.C;oct-21;2021;Sustraídos;97
Telefónica del Perú S.A.A.;oct-21;2021;Perdidos;4.014
Telefónica del Perú S.A.A.;oct-21;2021;Sustraídos;35.016
Telefónica del Perú S.A.A.;oct-21;2021;Recuperados;1.673
Viettel Perú S.A.C.;oct-21;2021;Sustraídos;16.408
Viettel Perú S.A.C.;oct-21;2021;Perdidos;4.694
Viettel Perú S.A.C.;oct-21;2021;Recuperados;1.104
América Móvil Perú S.A.C.;nov-21;2021;Sustraídos;45.582
América Móvil Perú S.A.C.;nov-21;2021;Perdidos;8.339
América Móvil Perú S.A.C.;nov-21;2021;Recuperados;2.225
Entel Perú S.A.;nov-21;2021;Sustraídos;36.902
Entel Perú S.A.;nov-21;2021;Perdidos;4.539
Entel Perú S.A.;nov-21;2021;Recuperados;1.697
Flash Servicios Perú S.R.L.;nov-21;2021;Recuperados;9
Flash Servicios Perú S.R.L.;nov-21;2021;Sustraídos;181
Flash Servicios Perú S.R.L.;nov-21;2021;Perdidos;55
Guinea Mobile S.A.C;nov-21;2021;Perdidos;69
Guinea Mobile S.A.C;nov-21;2021;Sustraídos;100
Telefónica del Perú S.A.A.;nov-21;2021;Recuperados;1.534
Telefónica del Perú S.A.A.;nov-21;2021;Sustraídos;35.040
Telefónica del Perú S.A.A.;nov-21;2021;Perdidos;4.012
Viettel Perú S.A.C.;nov-21;2021;Perdidos;4.688
Viettel Perú S.A.C.;nov-21;2021;Sustraídos;16.239
Viettel Perú S.A.C.;nov-21;2021;Recuperados;1.315
América Móvil Perú S.A.C.;dic-21;2021;Perdidos;8.703
América Móvil Perú S.A.C.;dic-21;2021;Recuperados;2.277
América Móvil Perú S.A.C.;dic-21;2021;Sustraídos;50.802
Entel Perú S.A.;dic-21;2021;Sustraídos;40.652
Entel Perú S.A.;dic-21;2021;Perdidos;4.944
Entel Perú S.A.;dic-21;2021;Recuperados;1.693
Flash Servicios Perú S.R.L.;dic-21;2021;Recuperados;8
Flash Servicios Perú S.R.L.;dic-21;2021;Perdidos;36
Flash Servicios Perú S.R.L.;dic-21;2021;Sustraídos;206
Guinea Mobile S.A.C;dic-21;2021;Recuperados;1
Guinea Mobile S.A.C;dic-21;2021;Perdidos;50
Guinea Mobile S.A.C;dic-21;2021;Sustraídos;124
Telefónica del Perú S.A.A.;dic-21;2021;Perdidos;4.087
Telefónica del Perú S.A.A.;dic-21;2021;Recuperados;1.354
Telefónica del Perú S.A.A.;dic-21;2021;Sustraídos;36.857
Viettel Perú S.A.C.;dic-21;2021;Sustraídos;19.031
Viettel Perú S.A.C.;dic-21;2021;Perdidos;4.845
Viettel Perú S.A.C.;dic-21;2021;Recuperados;1.607
América Móvil Perú S.A.C.;ene-22;2022;Sustraídos;44.418
América Móvil Perú S.A.C.;ene-22;2022;Recuperados;2.282
América Móvil Perú S.A.C.;ene-22;2022;Perdidos;7.947
Entel Perú S.A.;ene-22;2022;Perdidos;4.479
Entel Perú S.A.;ene-22;2022;Sustraídos;34.604
Entel Perú S.A.;ene-22;2022;Recuperados;1.615
Flash Servicios Perú S.R.L.;ene-22;2022;Sustraídos;147
Flash Servicios Perú S.R.L.;ene-22;2022;Recuperados;3
Flash Servicios Perú S.R.L.;ene-22;2022;Perdidos;40
Guinea Mobile S.A.C;ene-22;2022;Sustraídos;95
Guinea Mobile S.A.C;ene-22;2022;Perdidos;58
Guinea Mobile S.A.C;ene-22;2022;Recuperados;1
Telefónica del Perú S.A.A.;ene-22;2022;Perdidos;3.991
Telefónica del Perú S.A.A.;ene-22;2022;Recuperados;1.278
Telefónica del Perú S.A.A.;ene-22;2022;Sustraídos;33.639
Viettel Perú S.A.C.;ene-22;2022;Perdidos;4.383
Viettel Perú S.A.C.;ene-22;2022;Recuperados;1.507
Viettel Perú S.A.C.;ene-22;2022;Sustraídos;16.347
América Móvil Perú S.A.C.;feb-22;2022;Recuperados;2.143
América Móvil Perú S.A.C.;feb-22;2022;Perdidos;7.665
América Móvil Perú S.A.C.;feb-22;2022;Sustraídos;43.404
Entel Perú S.A.;feb-22;2022;Recuperados;1.719
Entel Perú S.A.;feb-22;2022;Perdidos;4.483
Entel Perú S.A.;feb-22;2022;Sustraídos;35.313
Flash Servicios Perú S.R.L.;feb-22;2022;Sustraídos;131
Flash Servicios Perú S.R.L.;feb-22;2022;Perdidos;27
Flash Servicios Perú S.R.L.;feb-22;2022;Recuperados;6
Guinea Mobile S.A.C;feb-22;2022;Sustraídos;87
Guinea Mobile S.A.C;feb-22;2022;Recuperados;1
Guinea Mobile S.A.C;feb-22;2022;Perdidos;53
Telefónica del Perú S.A.A.;feb-22;2022;Perdidos;3.700
Telefónica del Perú S.A.A.;feb-22;2022;Recuperados;1.174
Telefónica del Perú S.A.A.;feb-22;2022;Sustraídos;27.269
Viettel Perú S.A.C.;feb-22;2022;Perdidos;3.977
Viettel Perú S.A.C.;feb-22;2022;Recuperados;1.763
Viettel Perú S.A.C.;feb-22;2022;Sustraídos;16.055
América Móvil Perú S.A.C.;mar-22;2022;Sustraídos;47.821
América Móvil Perú S.A.C.;mar-22;2022;Recuperados;2.385
América Móvil Perú S.A.C.;mar-22;2022;Perdidos;8.830
Entel Perú S.A.;mar-22;2022;Sustraídos;39.511
Entel Perú S.A.;mar-22;2022;Perdidos;4.430
Entel Perú S.A.;mar-22;2022;Recuperados;1.950
Flash Servicios Perú S.R.L.;mar-22;2022;Sustraídos;155
Flash Servicios Perú S.R.L.;mar-22;2022;Recuperados;9
Flash Servicios Perú S.R.L.;mar-22;2022;Perdidos;50
Guinea Mobile S.A.C;mar-22;2022;Perdidos;81
Guinea Mobile S.A.C;mar-22;2022;Sustraídos;110
Telefónica del Perú S.A.A.;mar-22;2022;Sustraídos;35.034
Telefónica del Perú S.A.A.;mar-22;2022;Recuperados;1.540
Telefónica del Perú S.A.A.;mar-22;2022;Perdidos;4.457
Viettel Perú S.A.C.;mar-22;2022;Recuperados;1.742
Viettel Perú S.A.C.;mar-22;2022;Sustraídos;17.836
Viettel Perú S.A.C.;mar-22;2022;Perdidos;4.816
América Móvil Perú S.A.C.;abr-22;2022;Perdidos;8.234
América Móvil Perú S.A.C.;abr-22;2022;Recuperados;2.042
América Móvil Perú S.A.C.;abr-22;2022;Sustraídos;45.610
Entel Perú S.A.;abr-22;2022;Sustraídos;37.299
Entel Perú S.A.;abr-22;2022;Perdidos;3.984
Entel Perú S.A.;abr-22;2022;Recuperados;1.675
Flash Servicios Perú S.R.L.;abr-22;2022;Recuperados;12
Flash Servicios Perú S.R.L.;abr-22;2022;Perdidos;54
Flash Servicios Perú S.R.L.;abr-22;2022;Sustraídos;125
Guinea Mobile S.A.C;abr-22;2022;Sustraídos;83
Guinea Mobile S.A.C;abr-22;2022;Recuperados;1
Guinea Mobile S.A.C;abr-22;2022;Perdidos;59
Telefónica del Perú S.A.A.;abr-22;2022;Recuperados;1.408
Telefónica del Perú S.A.A.;abr-22;2022;Sustraídos;32.426
Telefónica del Perú S.A.A.;abr-22;2022;Perdidos;4.087
Viettel Perú S.A.C.;abr-22;2022;Sustraídos;17.442
Viettel Perú S.A.C.;abr-22;2022;Recuperados;1.634
Viettel Perú S.A.C.;abr-22;2022;Perdidos;4.829
América Móvil Perú S.A.C.;may-22;2022;Perdidos;9.704
América Móvil Perú S.A.C.;may-22;2022;Recuperados;2.486
América Móvil Perú S.A.C.;may-22;2022;Sustraídos;51.845
Entel Perú S.A.;may-22;2022;Recuperados;1.886
Entel Perú S.A.;may-22;2022;Perdidos;5.498
Entel Perú S.A.;may-22;2022;Sustraídos;42.236
Flash Servicios Perú S.R.L.;may-22;2022;Perdidos;52
Flash Servicios Perú S.R.L.;may-22;2022;Sustraídos;163
Flash Servicios Perú S.R.L.;may-22;2022;Recuperados;5
Guinea Mobile S.A.C;may-22;2022;Sustraídos;72
Guinea Mobile S.A.C;may-22;2022;Perdidos;65
Telefónica del Perú S.A.A.;may-22;2022;Perdidos;4.408
Telefónica del Perú S.A.A.;may-22;2022;Recuperados;1.663
Telefónica del Perú S.A.A.;may-22;2022;Sustraídos;37.009
Viettel Perú S.A.C.;may-22;2022;Recuperados;2.139
Viettel Perú S.A.C.;may-22;2022;Perdidos;5.639
Viettel Perú S.A.C.;may-22;2022;Sustraídos;20.206
América Móvil Perú S.A.C.;jun-22;2022;Perdidos;9.536
América Móvil Perú S.A.C.;jun-22;2022;Recuperados;2.290
América Móvil Perú S.A.C.;jun-22;2022;Sustraídos;50.758
Entel Perú S.A.;jun-22;2022;Recuperados;1.571
Entel Perú S.A.;jun-22;2022;Sustraídos;38.884
Entel Perú S.A.;jun-22;2022;Perdidos;4.791
Flash Servicios Perú S.R.L.;jun-22;2022;Sustraídos;146
Flash Servicios Perú S.R.L.;jun-22;2022;Perdidos;37
Flash Servicios Perú S.R.L.;jun-22;2022;Recuperados;7
Guinea Mobile S.A.C;jun-22;2022;Sustraídos;77
Guinea Mobile S.A.C;jun-22;2022;Recuperados;1
Guinea Mobile S.A.C;jun-22;2022;Perdidos;52
Telefónica del Perú S.A.A.;jun-22;2022;Sustraídos;34.357
Telefónica del Perú S.A.A.;jun-22;2022;Recuperados;1.672
Telefónica del Perú S.A.A.;jun-22;2022;Perdidos;4.455
Viettel Perú S.A.C.;jun-22;2022;Sustraídos;19.568
Viettel Perú S.A.C.;jun-22;2022;Perdidos;5.803
Viettel Perú S.A.C.;jun-22;2022;Recuperados;2.629
América Móvil Perú S.A.C.;jul-22;2022;Perdidos;9.650
América Móvil Perú S.A.C.;jul-22;2022;Sustraídos;51.174
América Móvil Perú S.A.C.;jul-22;2022;Recuperados;2.125
Entel Perú S.A.;jul-22;2022;Recuperados;1.517
Entel Perú S.A.;jul-22;2022;Sustraídos;38.996
Entel Perú S.A.;jul-22;2022;Perdidos;4.873
Flash Servicios Perú S.R.L.;jul-22;2022;Perdidos;32
Flash Servicios Perú S.R.L.;jul-22;2022;Recuperados;3
Flash Servicios Perú S.R.L.;jul-22;2022;Sustraídos;107
Guinea Mobile S.A.C;jul-22;2022;Perdidos;26
Guinea Mobile S.A.C;jul-22;2022;Sustraídos;60
Telefónica del Perú S.A.A.;jul-22;2022;Sustraídos;32.266
Telefónica del Perú S.A.A.;jul-22;2022;Recuperados;1.541
Telefónica del Perú S.A.A.;jul-22;2022;Perdidos;4.143
Viettel Perú S.A.C.;jul-22;2022;Perdidos;5.889
Viettel Perú S.A.C.;jul-22;2022;Sustraídos;19.755
Viettel Perú S.A.C.;jul-22;2022;Recuperados;2.575
América Móvil Perú S.A.C.;ago-22;2022;Perdidos;10.134
América Móvil Perú S.A.C.;ago-22;2022;Recuperados;2.353
América Móvil Perú S.A.C.;ago-22;2022;Sustraídos;53.660
Entel Perú S.A.;ago-22;2022;Perdidos;5.148
Entel Perú S.A.;ago-22;2022;Sustraídos;40.311
Entel Perú S.A.;ago-22;2022;Recuperados;1.718
Flash Servicios Perú S.R.L.;ago-22;2022;Recuperados;5
Flash Servicios Perú S.R.L.;ago-22;2022;Perdidos;33
Flash Servicios Perú S.R.L.;ago-22;2022;Sustraídos;128
Guinea Mobile S.A.C;ago-22;2022;Sustraídos;92
Guinea Mobile S.A.C;ago-22;2022;Perdidos;47
Telefónica del Perú S.A.A.;ago-22;2022;Perdidos;4.575
Telefónica del Perú S.A.A.;ago-22;2022;Sustraídos;35.270
Telefónica del Perú S.A.A.;ago-22;2022;Recuperados;2.419
Viettel Perú S.A.C.;ago-22;2022;Perdidos;6.535
Viettel Perú S.A.C.;ago-22;2022;Recuperados;2.196
Viettel Perú S.A.C.;ago-22;2022;Sustraídos;21.016
